,x_ego,y_ego,v_ego,a_ego,yaw_ego,width_ego,length_ego,x_1,y_1,v_1,a_1,yaw_1,width_1,length_1,x_2,y_2,v_2,a_2,yaw_2,width_2,length_2,x_3,y_3,v_3,a_3,yaw_3,width_3,length_3,x_4,y_4,v_4,a_4,yaw_4,width_4,length_4,x_5,y_5,v_5,a_5,yaw_5,width_5,length_5,x_6,y_6,v_6,a_6,yaw_6,width_6,length_6,x_7,y_7,v_7,a_7,yaw_7,width_7,length_7,x_8,y_8,v_8,a_8,yaw_8,width_8,length_8,end
3.7600000000000025,197.5966199406953,6.550000000000002,24.57337386324025,-0.39987829434500444,3.141592653589793,1.92,4.04,149.94,6.68,23.5,0.0,3.142,2.5,16.98,142.81,2.76,35.25,0.0,3.135,2.02,5.15,213.22,10.52,25.0,0.0,3.151,2.5,19.4,224.58,3.54,34.5,12.25,3.156,2.02,4.55,278.63,11.02,24.75,18.75,3.142,1.82,4.04,259.05,7.41,31.5,0.0,3.134,2.02,4.95,356.57,6.93,24.0,12.5,3.131,2.5,12.63,363.58,3.08,37.5,12.5,3.135,2.02,4.75,-1
3.8000000000000025,196.61368498616568,6.550000000000002,24.56407923740741,-0.23236564582100894,3.141592653589793,1.92,4.04,148.99,6.68,23.75,6.25,3.142,2.5,16.98,141.41,2.77,35.25,0.0,3.142,2.02,5.15,212.21,10.51,25.25,6.25,3.142,2.5,19.4,223.19,3.52,34.75,6.25,3.156,2.02,4.55,277.64,11.02,24.75,0.0,3.142,1.82,4.04,257.8,7.42,31.25,-6.25,3.134,2.02,4.95,355.62,6.94,23.75,-6.25,3.142,2.5,12.63,362.1,3.09,37.25,-6.25,3.142,2.02,4.75,-1
3.8400000000000025,195.63112181666938,6.550000000000002,24.55494570583366,-0.22833828934368758,3.141592653589793,1.92,4.04,148.04,6.68,23.75,0.0,3.142,2.5,16.98,139.99,2.77,35.25,0.0,3.135,2.02,5.15,211.21,10.51,25.0,-6.25,3.151,2.5,19.4,221.8,3.5,34.75,0.0,3.156,2.02,4.55,276.65,11.02,24.75,0.0,3.142,1.82,4.04,256.54,7.43,31.5,6.25,3.142,2.02,4.95,354.67,6.94,24.0,6.25,3.142,2.5,12.63,360.61,3.09,37.25,0.0,3.135,2.02,4.75,-1
3.8800000000000026,194.64892398843602,6.550000000000002,24.5459695006323,-0.22440513003399154,3.141592653589793,1.92,4.04,147.09,6.68,23.75,0.0,3.142,2.5,16.98,138.57,2.78,35.5,6.25,3.142,2.02,5.15,210.2,10.5,25.25,6.25,3.142,2.5,19.4,220.4,3.48,35.0,6.25,3.156,2.02,4.55,275.66,11.02,24.75,0.0,3.142,1.82,4.04,255.29,7.43,31.0,-12.5,3.134,2.02,4.95,353.7,6.94,24.0,0.0,3.142,2.5,12.63,359.12,3.1,37.25,0.0,3.142,2.02,4.75,-1
3.9200000000000026,193.66708520841073,6.550000000000002,24.537146956137057,-0.22056361238103778,3.141592653589793,1.92,4.04,146.14,6.68,23.75,0.0,3.142,2.5,16.98,137.16,2.78,35.5,0.0,3.135,2.02,5.15,209.19,10.5,25.25,0.0,3.151,2.5,19.4,219.0,3.46,35.0,0.0,3.156,2.02,4.55,274.68,11.02,24.5,-6.25,3.142,1.82,4.04,254.04,7.44,31.25,6.25,3.134,2.02,4.95,352.74,6.94,24.25,6.25,3.131,2.5,12.63,357.62,3.1,37.5,6.25,3.135,2.02,4.75,-1
3.9600000000000026,192.68559933016525,6.550000000000002,24.53459364685258,-0.0638327321119017,3.141592653589793,1.92,4.04,145.18,6.68,24.0,6.25,3.142,2.5,16.98,135.73,2.79,35.5,0.0,3.142,2.02,5.15,208.18,10.49,25.25,0.0,3.142,2.5,19.4,217.59,3.44,35.0,0.0,3.149,2.02,4.55,273.72,11.02,24.0,-12.5,3.142,1.82,4.04,252.81,7.45,31.0,-6.25,3.142,2.02,4.95,351.79,6.95,23.75,-12.5,3.142,2.5,12.63,356.12,3.11,37.5,0.0,3.135,2.02,4.75,-1
4.000000000000003,191.70421558429115,6.550000000000002,24.525908318998244,-0.2171331963584178,3.141592653589793,1.92,4.04,144.23,6.68,23.75,-6.25,3.142,2.5,16.98,134.31,2.79,35.5,0.0,3.135,2.02,5.15,207.17,10.49,25.25,0.0,3.152,2.5,19.4,216.19,3.43,35.0,0.0,3.156,2.02,4.55,272.72,11.02,25.0,25.0,3.142,1.82,4.04,251.56,7.45,31.25,6.25,3.134,2.02,4.95,350.82,6.95,24.0,6.25,3.142,2.5,12.63,354.62,3.12,37.25,-6.25,3.142,2.02,4.75,-1
4.040000000000003,190.7231792515312,6.550000000000002,24.511020376862064,-0.3721985534044949,3.141592653589793,1.92,4.04,143.29,6.68,23.5,-6.25,3.142,2.5,16.98,132.91,2.8,35.25,-6.25,3.142,2.02,5.15,206.17,10.48,25.0,-6.25,3.142,2.5,19.4,214.78,3.41,35.25,6.25,3.156,2.02,4.55,271.74,11.02,24.5,-12.5,3.142,1.82,4.04,250.31,7.46,31.25,0.0,3.142,2.02,4.95,349.88,6.95,23.75,-6.25,3.142,2.5,12.63,353.13,3.12,37.25,0.0,3.135,2.02,4.75,-1
4.080000000000003,189.74273843645673,6.550000000000002,24.50279383354322,-0.2056635829711479,3.141592653589793,1.92,4.04,142.34,6.68,23.75,6.25,3.142,2.5,16.98,131.47,2.8,35.75,12.5,3.135,2.02,5.15,205.16,10.48,25.25,6.25,3.152,2.5,19.4,213.38,3.39,35.25,0.0,3.149,2.02,4.55,270.77,11.02,24.25,-6.25,3.152,1.82,4.04,249.06,7.46,31.25,0.0,3.133,2.02,4.95,348.94,6.95,23.5,-6.25,3.142,2.5,12.63,351.67,3.13,36.75,-12.5,3.142,2.02,4.75,-1
4.120000000000003,188.762626683115,6.550000000000002,24.488361775479813,-0.36080145158515853,3.141592653589793,1.92,4.04,141.4,6.68,23.5,-6.25,3.142,2.5,16.98,130.06,2.81,35.25,-12.5,3.142,2.02,5.15,204.16,10.47,25.0,-6.25,3.142,2.5,19.4,211.97,3.38,35.0,-6.25,3.156,2.02,4.55,269.79,11.01,24.5,6.25,3.142,1.82,4.04,247.82,7.47,30.75,-12.5,3.142,2.02,4.95,348.0,6.95,23.25,-6.25,3.142,2.5,12.63,350.2,3.13,36.5,-6.25,3.135,2.02,4.75,-1
4.160000000000003,187.78309221209582,6.550000000000002,24.480571297233414,-0.19476195615998385,3.141592653589793,1.92,4.04,140.45,6.68,23.75,6.25,3.142,2.5,16.98,128.66,2.81,35.25,0.0,3.135,2.02,5.15,203.16,10.47,25.0,0.0,3.152,2.5,19.4,210.59,3.36,34.75,-6.25,3.149,2.02,4.55,268.81,11.01,24.5,0.0,3.142,1.82,4.04,246.59,7.47,31.0,6.25,3.134,2.02,4.95,347.07,6.95,23.25,0.0,3.131,2.5,12.63,348.74,3.14,36.75,6.25,3.135,2.02,4.75,-1
4.200000000000003,186.80386936020648,6.550000000000002,24.4665724209752,-0.3499719064553334,3.141592653589793,1.92,4.04,139.51,6.68,23.5,-6.25,3.142,2.5,16.98,127.23,2.82,35.5,6.25,3.142,2.02,5.15,202.16,10.46,25.0,0.0,3.142,2.5,19.4,209.18,3.35,35.25,12.5,3.156,2.02,4.55,267.84,11.01,24.25,-6.25,3.142,1.82,4.04,245.34,7.48,31.0,0.0,3.142,2.02,4.95,346.13,6.96,23.5,6.25,3.142,2.5,12.63,347.25,3.15,37.0,6.25,3.135,2.02,4.75,-1
4.240000000000003,185.82520646336746,6.550000000000002,24.459196582164534,-0.18439597026664245,3.141592653589793,1.92,4.04,138.56,6.68,23.75,6.25,3.142,2.5,16.98,125.81,2.82,35.5,0.0,3.135,2.02,5.15,201.16,10.46,25.0,0.0,3.142,2.5,19.4,207.78,3.33,35.0,-6.25,3.149,2.02,4.55,266.86,11.01,24.5,6.25,3.142,1.82,4.04,244.1,7.48,31.0,0.0,3.134,2.02,4.95,345.19,6.96,23.75,6.25,3.142,2.5,12.63,345.79,3.16,36.75,-6.25,3.142,2.02,4.75,-1
4.280000000000003,184.84683860008087,6.550000000000002,24.43905183549858,-0.5036186666488032,3.141592653589793,1.92,4.04,137.63,6.68,23.25,-12.5,3.142,2.5,16.98,124.39,2.83,35.5,0.0,3.142,2.02,5.15,200.16,10.46,25.0,0.0,3.152,2.5,19.4,206.38,3.32,35.0,0.0,3.149,2.02,4.55,265.89,11.01,24.25,-6.25,3.152,1.82,4.04,242.86,7.49,31.0,0.0,3.142,2.02,4.95,344.25,6.96,23.25,-12.5,3.142,2.5,12.63,344.31,3.16,36.75,0.0,3.135,2.02,4.75,-1
4.320000000000003,183.86927652666094,6.550000000000002,24.425928591641856,-0.32808109641808747,3.141592653589793,1.92,4.04,136.69,6.68,23.5,6.25,3.142,2.5,16.98,122.98,2.83,35.25,-6.25,3.135,2.02,5.15,199.17,10.45,24.75,-6.25,3.142,2.5,19.4,204.97,3.31,35.0,0.0,3.149,2.02,4.55,264.93,11.0,24.0,-6.25,3.142,1.82,4.04,241.63,7.49,30.75,-6.25,3.142,2.02,4.95,343.31,6.96,23.5,6.25,3.142,2.5,12.63,342.85,3.17,36.75,0.0,3.135,2.02,4.75,-1
4.360000000000003,182.89223938299526,6.550000000000002,24.419386676474144,-0.16354787919281397,3.141592653589793,1.92,4.04,135.74,6.68,23.75,6.25,3.142,2.5,16.98,121.56,2.84,35.5,6.25,3.142,2.02,5.15,198.18,10.45,24.75,0.0,3.151,2.5,19.4,203.56,3.3,35.25,6.25,3.156,2.02,4.55,263.97,11.0,24.0,0.0,3.142,1.82,4.04,240.38,7.49,31.5,18.75,3.142,2.02,4.95,342.38,6.96,23.5,0.0,3.142,2.5,12.63,341.38,3.18,36.5,-6.25,3.135,2.02,4.75,-1
4.400000000000003,181.9154639159363,6.550000000000002,24.40663085404971,-0.3188955606108335,3.141592653589793,1.92,4.04,134.8,6.68,23.5,-6.25,3.142,2.5,16.98,120.14,2.84,35.75,6.25,3.135,2.02,5.15,197.17,10.44,25.25,12.5,3.142,2.5,19.4,202.16,3.28,35.25,0.0,3.149,2.02,4.55,262.97,11.0,25.0,25.0,3.142,1.82,4.04,239.16,7.49,30.5,-25.0,3.142,2.02,4.95,341.44,6.96,23.5,0.0,3.142,2.5,12.63,339.92,3.19,36.75,6.25,3.142,2.02,4.75,-1
4.440000000000003,180.93919868177431,6.550000000000002,24.400441561811416,-0.1547323059572863,3.141592653589793,1.92,4.04,133.85,6.68,23.75,6.25,3.131,2.5,16.98,118.72,2.85,35.5,-6.25,3.142,2.02,5.15,196.16,10.44,25.25,0.0,3.142,2.5,19.4,200.75,3.27,35.25,0.0,3.149,2.02,4.55,261.99,11.0,24.5,-12.5,3.152,1.82,4.04,237.94,7.49,30.5,0.0,3.133,2.02,4.95,340.5,6.96,23.5,0.0,3.142,2.5,12.63,338.44,3.19,36.75,0.0,3.135,2.02,4.75,-1
4.480000000000003,179.96318101930186,6.550000000000002,24.38803544990536,-0.31015279765142517,3.141592653589793,1.92,4.04,132.91,6.69,23.5,-6.25,3.142,2.5,16.98,117.31,2.85,35.25,-6.25,3.135,2.02,5.15,195.16,10.44,25.0,-6.25,3.152,2.5,19.4,199.34,3.26,35.25,0.0,3.149,2.02,4.55,261.02,10.99,24.25,-6.25,3.142,1.82,4.04,236.72,7.5,30.5,0.0,3.142,2.02,4.95,339.52,6.96,24.25,18.75,3.142,2.5,12.63,336.95,3.2,37.25,12.5,3.135,2.02,4.75,-1
4.520000000000003,178.98765960130564,6.550000000000002,24.36935343919341,-0.46705026779873626,3.141592653589793,1.92,4.04,131.98,6.69,23.25,-6.25,3.142,2.5,16.98,115.89,2.86,35.25,0.0,3.142,2.02,5.15,194.16,10.43,25.0,0.0,3.142,2.5,19.4,197.94,3.25,35.0,-6.25,3.149,2.02,4.55,260.04,10.99,24.5,6.25,3.142,1.82,4.04,235.5,7.5,30.5,0.0,3.142,2.02,4.95,338.58,6.96,23.5,-18.75,3.142,2.5,12.63,335.49,3.21,36.75,-12.5,3.135,2.02,4.75,-1
4.560000000000003,178.0128854637379,6.550000000000002,24.357626597452995,-0.29317104351039025,3.141592653589793,1.92,4.04,131.04,6.69,23.5,6.25,3.142,2.5,16.98,114.47,2.86,35.75,12.5,3.142,2.02,5.15,193.17,10.43,24.75,-6.25,3.142,2.5,19.4,196.53,3.24,35.25,6.25,3.142,2.02,4.55,259.06,10.99,24.5,0.0,3.152,1.82,4.04,234.28,7.5,30.5,0.0,3.142,2.02,4.95,337.63,6.96,23.75,6.25,3.142,2.5,12.63,334.0,3.22,37.0,6.25,3.142,2.02,4.75,-1
4.600000000000003,177.03858039983976,6.550000000000002,24.352418591753477,-0.13020014248797812,3.141592653589793,1.92,4.04,130.09,6.69,23.75,6.25,3.142,2.5,16.98,113.05,2.86,35.5,-6.25,3.135,2.02,5.15,192.17,10.43,25.0,6.25,3.152,2.5,19.4,195.11,3.24,35.5,6.25,3.149,2.02,4.55,258.09,10.98,24.25,-6.25,3.142,1.82,4.04,233.06,7.5,30.5,0.0,3.142,2.02,4.95,336.68,6.96,24.0,6.25,3.131,2.5,12.63,332.52,3.22,37.0,0.0,3.135,2.02,4.75,-1
4.640000000000003,176.0644836561696,6.550000000000002,24.35332435931786,0.022644189109572496,3.141592653589793,1.92,4.04,129.13,6.69,24.0,6.25,3.142,2.5,16.98,111.62,2.87,35.5,0.0,3.142,2.02,5.15,191.17,10.42,25.0,0.0,3.142,2.5,19.4,193.69,3.23,35.25,-6.25,3.149,2.02,4.55,257.11,10.98,24.5,6.25,3.152,1.82,4.04,231.82,7.5,30.75,6.25,3.15,2.02,4.95,335.73,6.97,23.75,-6.25,3.142,2.5,12.63,331.05,3.23,37.0,0.0,3.135,2.02,4.75,-1
4.680000000000003,175.0903506817969,6.550000000000002,24.35414285317053,0.020462346316743284,3.141592653589793,1.92,4.04,128.17,6.69,24.0,0.0,3.142,2.5,16.98,110.2,2.87,35.5,0.0,3.142,2.02,5.15,190.17,10.42,25.0,0.0,3.142,2.5,19.4,192.28,3.22,35.25,0.0,3.149,2.02,4.55,256.13,10.97,24.5,0.0,3.142,1.82,4.04,230.59,7.49,30.75,0.0,3.142,2.02,4.95,334.77,6.97,23.75,0.0,3.142,2.5,12.63,329.56,3.24,37.0,0.0,3.135,2.02,4.75,-1
4.720000000000003,174.11618496767008,6.550000000000002,24.348814014156993,-0.1332209753384426,3.141592653589793,1.92,4.04,127.22,6.69,23.75,-6.25,3.142,2.5,16.98,108.78,2.87,35.75,6.25,3.135,2.02,5.15,189.17,10.42,25.0,0.0,3.142,2.5,19.4,190.87,3.21,35.5,6.25,3.149,2.02,4.55,255.16,10.97,24.25,-6.25,3.152,1.82,4.04,229.38,7.49,30.5,-6.25,3.142,2.02,4.95,333.83,6.97,23.5,-6.25,3.142,2.5,12.63,328.1,3.25,36.75,-6.25,3.135,2.02,4.75,-1
4.760000000000003,173.1422324071038,6.550000000000002,24.343552837710366,-0.13152941116568903,3.141592653589793,1.92,4.04,126.27,6.69,23.75,0.0,3.142,2.5,16.98,107.36,2.88,35.5,-6.25,3.142,2.02,5.15,188.16,10.42,25.25,6.25,3.152,2.5,19.4,189.46,3.2,35.25,-6.25,3.142,2.02,4.55,254.19,10.96,24.25,0.0,3.142,1.82,4.04,228.16,7.49,30.5,0.0,3.142,2.02,4.95,332.88,6.97,24.0,12.5,3.142,2.5,12.63,326.62,3.26,37.0,6.25,3.142,2.02,4.75,-1
4.800000000000003,172.16849029359537,6.550000000000002,24.338358034550993,-0.12987007898432826,3.141592653589793,1.92,4.04,125.32,6.69,23.75,0.0,3.142,2.5,16.98,105.94,2.88,35.5,0.0,3.135,2.02,5.15,187.16,10.41,25.0,-6.25,3.142,2.5,19.4,188.06,3.2,35.0,-6.25,3.149,2.02,4.55,253.22,10.96,24.25,0.0,3.152,1.82,4.04,226.94,7.49,30.5,0.0,3.142,2.02,4.95,331.93,6.97,23.75,-6.25,3.142,2.5,12.63,325.13,3.26,37.0,0.0,3.135,2.02,4.75,-1
4.840000000000003,171.19495597221334,6.550000000000002,24.326930581693354,-0.2856863214410134,3.141592653589793,1.92,4.04,124.38,6.69,23.5,-6.25,3.142,2.5,16.98,104.52,2.89,35.5,0.0,3.142,2.02,5.15,186.16,10.41,25.0,0.0,3.142,2.5,19.4,186.65,3.19,35.25,6.25,3.149,2.02,4.55,252.25,10.95,24.25,0.0,3.142,1.82,4.04,225.72,7.49,30.5,0.0,3.15,2.02,4.95,330.98,6.97,23.75,0.0,3.142,2.5,12.63,323.67,3.27,36.75,-6.25,3.135,2.02,4.75,-1
4.8800000000000034,170.2218787489456,6.550000000000002,24.32202815165493,-0.12256075096063256,3.141592653589793,1.92,4.04,123.43,6.69,23.75,6.25,3.142,2.5,16.98,103.09,2.89,35.75,6.25,3.142,2.02,5.15,185.16,10.41,25.0,0.0,3.152,2.5,19.4,185.22,3.18,35.5,6.25,3.142,2.02,4.55,251.28,10.95,24.25,0.0,3.152,1.82,4.04,224.48,7.48,30.75,6.25,3.142,2.02,4.95,330.04,6.97,23.5,-6.25,3.131,2.5,12.63,322.19,3.28,37.0,6.25,3.142,2.02,4.75,-1
4.9200000000000035,169.24899762287941,6.550000000000002,24.310890247333905,-0.27844760802564517,3.141592653589793,1.92,4.04,122.49,6.69,23.5,-6.25,3.142,2.5,16.98,101.64,2.89,36.0,6.25,3.142,2.02,5.15,184.16,10.4,25.0,0.0,3.142,2.5,19.4,183.81,3.18,35.5,0.0,3.149,2.02,4.55,250.29,10.94,24.75,12.5,3.142,1.82,4.04,223.25,7.48,30.75,0.0,3.142,2.02,4.95,329.07,6.98,24.0,12.5,3.142,2.5,12.63,320.7,3.28,37.0,0.0,3.135,2.02,4.75,-1
4.9600000000000035,168.27656201298606,6.550000000000002,24.299977421461385,-0.2728206468129976,3.141592653589793,1.92,4.04,121.55,6.69,23.5,0.0,3.152,2.5,16.98,100.22,2.89,35.75,-6.25,3.135,2.02,5.15,183.17,10.4,24.75,-6.25,3.142,2.5,19.4,182.39,3.17,35.5,0.0,3.142,2.02,4.55,249.33,10.94,24.0,-18.75,3.152,1.82,4.04,222.03,7.48,30.5,-6.25,3.15,2.02,4.95,328.14,6.98,23.25,-18.75,3.142,2.5,12.63,319.24,3.29,36.75,-6.25,3.135,2.02,4.75,-1
5.0000000000000036,167.3045629161276,6.550000000000002,24.29556867781712,-0.11021859110668149,3.141592653589793,1.92,4.04,120.6,6.68,23.75,6.25,3.142,2.5,16.98,98.78,2.9,36.0,6.25,3.142,2.02,5.15,182.18,10.4,24.75,0.0,3.142,2.5,19.4,180.97,3.17,35.5,0.0,3.149,2.02,4.55,248.36,10.93,24.25,6.25,3.142,1.82,4.04,220.81,7.47,30.5,0.0,3.142,2.02,4.95,327.19,6.98,24.0,18.75,3.142,2.5,12.63,317.76,3.3,36.75,0.0,3.142,2.02,4.75,-1
5.040000000000004,166.3327401690149,6.550000000000002,24.284920808902793,-0.2661967228581571,3.141592653589793,1.92,4.04,119.66,6.68,23.5,-6.25,3.142,2.5,16.98,97.34,2.9,35.75,-6.25,3.142,2.02,5.15,181.19,10.4,24.75,0.0,3.152,2.5,19.4,179.55,3.16,35.5,0.0,3.149,2.02,4.55,247.39,10.93,24.25,0.0,3.152,1.82,4.04,219.59,7.47,30.5,0.0,3.15,2.02,4.95,326.23,6.98,24.0,0.0,3.142,2.5,12.63,316.29,3.3,37.0,6.25,3.135,2.02,4.75,-1
5.080000000000004,165.3613433366588,6.550000000000002,24.27448594699267,-0.26087154775310706,3.141592653589793,1.92,4.04,118.72,6.68,23.5,0.0,3.142,2.5,16.98,95.92,2.9,35.5,-6.25,3.142,2.02,5.15,180.2,10.39,24.75,0.0,3.142,2.5,19.4,178.12,3.15,35.5,0.0,3.142,2.02,4.55,246.41,10.92,24.5,6.25,3.142,1.82,4.04,218.38,7.46,30.25,-6.25,3.142,2.02,4.95,325.29,6.98,23.5,-12.5,3.142,2.5,12.63,314.82,3.31,36.5,-12.5,3.135,2.02,4.75,-1
5.120000000000004,164.39036389877907,6.550000000000002,24.264258680797266,-0.2556816548851054,3.141592653589793,1.92,4.04,117.78,6.68,23.5,0.0,3.142,2.5,16.98,94.5,2.9,35.75,6.25,3.135,2.02,5.15,179.2,10.39,25.0,6.25,3.152,2.5,19.4,176.71,3.15,35.5,0.0,3.149,2.02,4.55,245.46,10.92,23.75,-18.75,3.152,1.82,4.04,217.17,7.46,30.25,0.0,3.15,2.02,4.95,324.34,6.98,23.5,0.0,3.131,2.5,12.63,313.36,3.32,36.75,6.25,3.142,2.02,4.75,-1
5.160000000000004,163.41979355154717,6.550000000000002,24.254233755908785,-0.25062312221201105,3.141592653589793,1.92,4.04,116.84,6.68,23.5,0.0,3.142,2.5,16.98,93.08,2.91,35.5,-6.25,3.142,2.02,5.15,178.2,10.38,25.0,0.0,3.142,2.5,19.4,175.28,3.14,35.5,0.0,3.142,2.02,4.55,244.52,10.91,23.5,-6.25,3.142,1.82,4.04,215.97,7.45,30.0,-6.25,3.142,2.02,4.95,323.4,6.99,23.5,0.0,3.142,2.5,12.63,311.89,3.32,36.5,-6.25,3.135,2.02,4.75,-1
5.200000000000004,162.44962420131083,6.550000000000002,24.25067576026096,-0.08894989119557944,3.141592653589793,1.92,4.04,115.89,6.68,23.75,6.25,3.142,2.5,16.98,91.64,2.91,35.75,6.25,3.142,2.02,5.15,177.2,10.38,25.0,0.0,3.142,2.5,19.4,173.87,3.14,35.5,0.0,3.149,2.02,4.55,243.51,10.91,25.25,43.75,3.152,1.82,4.04,214.76,7.45,30.25,6.25,3.142,2.02,4.95,322.45,6.99,23.75,6.25,3.142,2.5,12.63,310.43,3.33,36.75,6.25,3.135,2.02,4.75,-1
5.240000000000004,161.47959717090038,6.550000000000002,24.240873287970683,-0.24506180725694118,3.141592653589793,1.92,4.04,114.95,6.68,23.5,-6.25,3.152,2.5,16.98,90.2,2.91,36.0,6.25,3.142,2.02,5.15,176.19,10.38,25.25,6.25,3.142,2.5,19.4,172.44,3.13,35.5,0.0,3.149,2.02,4.55,242.52,10.9,24.75,-12.5,3.142,1.82,4.04,213.54,7.45,30.5,6.25,3.15,2.02,4.95,321.5,6.99,23.75,0.0,3.142,2.5,12.63,308.95,3.34,36.75,0.0,3.142,2.02,4.75,-1
5.280000000000004,160.50996223938154,6.550000000000002,24.243562678468173,0.06723476243725103,3.141592653589793,1.92,4.04,113.99,6.67,24.0,12.5,3.142,2.5,16.98,88.77,2.91,36.0,0.0,3.135,2.02,5.15,175.19,10.38,25.0,-6.25,3.151,2.5,19.4,171.02,3.12,35.75,6.25,3.142,2.02,4.55,241.53,10.9,24.75,0.0,3.152,1.82,4.04,212.34,7.44,30.25,-6.25,3.142,2.02,4.95,320.55,6.99,24.0,6.25,3.131,2.5,12.63,307.48,3.34,37.0,6.25,3.135,2.02,4.75,-1
5.320000000000004,159.5402197322428,6.550000000000002,24.240088826450172,-0.08684630044997904,3.141592653589793,1.92,4.04,113.04,6.67,23.75,-6.25,3.142,2.5,16.98,87.33,2.92,36.0,0.0,3.142,2.02,5.15,174.18,10.37,25.25,6.25,3.142,2.5,19.4,169.59,3.12,35.75,0.0,3.149,2.02,4.55,240.55,10.89,24.5,-6.25,3.142,1.82,4.04,211.11,7.44,30.5,6.25,3.15,2.02,4.95,319.58,7.0,24.0,0.0,3.142,2.5,12.63,306.01,3.35,36.5,-12.5,3.142,2.02,4.75,-1
5.360000000000004,158.5706161791848,6.550000000000002,24.23664116801265,-0.08619146093806652,3.141592653589793,1.92,4.04,112.09,6.67,23.75,0.0,3.142,2.5,16.98,85.89,2.92,35.75,-6.25,3.142,2.02,5.15,173.18,10.37,25.0,-6.25,3.142,2.5,19.4,168.16,3.11,35.75,0.0,3.142,2.02,4.55,239.58,10.89,24.25,-6.25,3.152,1.82,4.04,209.91,7.43,30.25,-6.25,3.142,2.02,4.95,318.65,7.0,23.25,-18.75,3.142,2.5,12.63,304.54,3.35,37.0,12.5,3.135,2.02,4.75,-1
5.400000000000004,157.60115053246432,6.550000000000002,24.233219452965734,-0.08554287617285589,3.141592653589793,1.92,4.04,111.14,6.67,23.75,0.0,3.142,2.5,16.98,84.47,2.92,35.75,0.0,3.142,2.02,5.15,172.18,10.37,25.0,0.0,3.152,2.5,19.4,166.72,3.11,35.75,0.0,3.149,2.02,4.55,238.61,10.88,24.25,0.0,3.142,1.82,4.04,208.69,7.43,30.25,0.0,3.142,2.02,4.95,317.71,7.0,23.5,6.25,3.131,2.5,12.63,303.07,3.36,36.5,-12.5,3.135,2.02,4.75,-1
5.440000000000004,156.63182175434568,6.550000000000002,24.235867386012583,0.06619832617119698,3.141592653589793,1.92,4.04,110.18,6.67,24.0,6.25,3.152,2.5,16.98,83.05,2.92,35.5,-6.25,3.142,2.02,5.15,171.19,10.36,24.75,-6.25,3.142,2.5,19.4,165.3,3.1,35.75,0.0,3.142,2.02,4.55,237.63,10.88,24.5,6.25,3.152,1.82,4.04,207.5,7.43,30.0,-6.25,3.15,2.02,4.95,316.77,7.01,23.5,0.0,3.142,2.5,12.63,301.6,3.37,37.0,12.5,3.142,2.02,4.75,-1
5.480000000000004,155.66238705890518,6.550000000000002,24.232342522231775,-0.08812159452018949,3.141592653589793,1.92,4.04,109.23,6.66,23.75,-6.25,3.142,2.5,16.98,81.62,2.92,35.75,6.25,3.135,2.02,5.15,170.19,10.36,25.0,6.25,3.142,2.5,19.4,163.87,3.1,35.75,0.0,3.149,2.02,4.55,236.66,10.87,24.25,-6.25,3.142,1.82,4.04,206.29,7.42,30.0,0.0,3.142,2.02,4.95,315.82,7.01,23.75,6.25,3.142,2.5,12.63,300.12,3.37,36.75,-6.25,3.135,2.02,4.75,-1
5.520000000000004,154.69309335801591,6.550000000000002,24.228846856655068,-0.0873916394176964,3.141592653589793,1.92,4.04,108.28,6.66,23.75,0.0,3.142,2.5,16.98,80.2,2.93,35.5,-6.25,3.142,2.02,5.15,169.2,10.36,24.75,-6.25,3.152,2.5,19.4,162.43,3.09,36.0,6.25,3.142,2.02,4.55,235.71,10.87,23.75,-12.5,3.152,1.82,4.04,205.09,7.42,30.25,6.25,3.142,2.02,4.95,314.88,7.01,23.5,-6.25,3.131,2.5,12.63,298.65,3.38,36.75,0.0,3.142,2.02,4.75,-1
5.560000000000004,153.72393948374972,6.550000000000002,24.231433915368587,0.06467646783794903,3.141592653589793,1.92,4.04,107.32,6.66,24.0,6.25,3.142,2.5,16.98,78.77,2.93,35.75,6.25,3.142,2.02,5.15,168.2,10.35,25.0,6.25,3.142,2.5,19.4,160.99,3.09,36.0,0.0,3.149,2.02,4.55,234.74,10.86,24.25,12.5,3.152,1.82,4.04,203.89,7.42,29.75,-12.5,3.15,2.02,4.95,313.94,7.02,23.75,6.25,3.142,2.5,12.63,297.19,3.38,36.75,0.0,3.135,2.02,4.75,-1
5.600000000000004,152.75468212713497,6.550000000000002,24.22784083461457,-0.08982701885042553,3.141592653589793,1.92,4.04,106.37,6.66,23.75,-6.25,3.152,2.5,16.98,77.33,2.93,36.0,6.25,3.135,2.02,5.15,167.21,10.35,24.75,-6.25,3.142,2.5,19.4,159.56,3.08,35.75,-6.25,3.142,2.02,4.55,233.75,10.85,24.75,12.5,3.142,1.82,4.04,202.7,7.41,29.75,0.0,3.142,2.02,4.95,313.0,7.02,23.5,-6.25,3.142,2.5,12.63,295.73,3.39,36.5,-6.25,3.135,2.02,4.75,-1
